34	142	2123776
35	142	2123776
36	142	2123776
37	142	2123776
38	142	2123776
39	142	2123776
40	142	2123776
41	142	2123776
42	142	2123776
43	142	2123776
44	142	2123776
45	142	2123776
46	142	2123776
47	142	2123776
48	142	0
49	142	0
50	142	51200
51	142	51200
52	142	51200
53	142	51200
54	142	51200
55	142	51200
56	142	51200
57	142	51200
58	142	51200
59	142	51200
34	143	2123776
35	143	2123776
36	143	2123776
37	143	2123776
38	143	2123776
39	143	2123776
40	143	2123776
41	143	2123776
42	143	2123776
43	143	2123776
44	143	2123776
45	143	2123776
46	143	2123776
47	143	2123776
48	143	0
49	143	0
50	143	51200
51	143	51200
52	143	51200
53	143	51200
54	143	51200
55	143	51200
56	143	51200
57	143	51200
58	143	51200
59	143	51200
34	144	2123776
35	144	2123776
36	144	2123776
37	144	2123776
38	144	2123776
39	144	2123776
40	144	2123776
41	144	2123776
42	144	2123776
43	144	2123776
44	144	2123776
45	144	2123776
46	144	2123776
47	144	2123776
48	144	0
49	144	0
50	144	51200
51	144	51200
52	144	51200
53	144	51200
54	144	51200
55	144	51200
56	144	51200
57	144	51200
58	144	51200
59	144	51200
34	145	2123776
35	145	2123776
36	145	2123776
37	145	2123776
38	145	2123776
39	145	2123776
40	145	2123776
41	145	2123776
42	145	2123776
43	145	2123776
44	145	2123776
45	145	2123776
46	145	2123776
47	145	2123776
48	145	0
49	145	0
50	145	51200
51	145	51200
52	145	51200
53	145	51200
54	145	51200
55	145	51200
56	145	51200
57	145	51200
58	145	51200
59	145	51200
34	146	2123776
35	146	2123776
36	146	2123776
37	146	2123776
38	146	2123776
39	146	2123776
40	146	2123776
41	146	2123776
42	146	2123776
43	146	2123776
44	146	2123776
45	146	2123776
46	146	2123776
47	146	2123776
48	146	2123776
49	146	2123776
50	146	0
51	146	0
52	146	51200
53	146	51200
54	146	51200
55	146	51200
56	146	51200
57	146	51200
58	146	51200
59	146	51200
34	147	2123776
35	147	2123776
36	147	2123776
37	147	2123776
38	147	2123776
39	147	2123776
40	147	2123776
41	147	2123776
42	147	2123776
43	147	2123776
44	147	2123776
45	147	2123776
46	147	2123776
47	147	2123776
48	147	2123776
49	147	2123776
50	147	0
51	147	0
52	147	51200
53	147	51200
54	147	51200
55	147	51200
56	147	51200
57	147	51200
58	147	51200
59	147	51200
34	148	2123776
35	148	2123776
36	148	2123776
37	148	2123776
38	148	2123776
39	148	2123776
40	148	2123776
41	148	2123776
42	148	2123776
43	148	2123776
44	148	2123776
45	148	2123776
46	148	2123776
47	148	2123776
48	148	2123776
49	148	2123776
50	148	0
51	148	0
52	148	51200
53	148	51200
54	148	51200
55	148	51200
56	148	51200
57	148	51200
58	148	51200
59	148	51200
34	149	2123776
35	149	2123776
36	149	2123776
37	149	2123776
38	149	2123776
39	149	2123776
40	149	2123776
41	149	2123776
42	149	2123776
43	149	2123776
44	149	2123776
45	149	2123776
46	149	2123776
47	149	2123776
48	149	2123776
49	149	2123776
50	149	0
51	149	0
52	149	51200
53	149	51200
54	149	51200
55	149	51200
56	149	51200
57	149	51200
58	149	51200
59	149	51200
34	150	2123776
35	150	2123776
36	150	2123776
37	150	2123776
38	150	2123776
39	150	2123776
40	150	2123776
41	150	2123776
42	150	2123776
43	150	2123776
44	150	2123776
45	150	2123776
46	150	2123776
47	150	2123776
48	150	2123776
49	150	2123776
50	150	0
51	150	0
52	150	51200
53	150	51200
54	150	51200
55	150	51200
56	150	51200
57	150	51200
58	150	51200
59	150	51200
34	151	2123776
35	151	2123776
36	151	2123776
37	151	2123776
38	151	2123776
39	151	2123776
40	151	2123776
41	151	2123776
42	151	2123776
43	151	2123776
44	151	2123776
45	151	2123776
46	151	2123776
47	151	2123776
48	151	2123776
49	151	2123776
50	151	0
51	151	0
52	151	51200
53	151	51200
54	151	51200
55	151	51200
56	151	51200
57	151	51200
58	151	51200
59	151	51200
34	152	2123776
35	152	2123776
36	152	2123776
37	152	2123776
38	152	2123776
39	152	2123776
40	152	2123776
41	152	2123776
42	152	2123776
43	152	2123776
44	152	2123776
45	152	2123776
46	152	2123776
47	152	2123776
48	152	2123776
49	152	2123776
50	152	2123776
51	152	2123776
52	152	0
53	152	0
54	152	51200
55	152	51200
56	152	51200
57	152	51200
58	152	51200
59	152	51200
34	153	2123776
35	153	2123776
36	153	2123776
37	153	2123776
38	153	2123776
39	153	2123776
40	153	2123776
41	153	2123776
42	153	2123776
43	153	2123776
44	153	2123776
45	153	2123776
46	153	2123776
47	153	2123776
48	153	2123776
49	153	2123776
50	153	2123776
51	153	2123776
52	153	0
53	153	0
54	153	51200
55	153	51200
56	153	51200
57	153	51200
58	153	51200
59	153	51200
34	154	2123776
35	154	2123776
36	154	2123776
37	154	2123776
38	154	2123776
39	154	2123776
40	154	2123776
41	154	2123776
42	154	2123776
43	154	2123776
44	154	2123776
45	154	2123776
46	154	2123776
47	154	2123776
48	154	2123776
49	154	2123776
50	154	2123776
51	154	2123776
52	154	0
53	154	0
54	154	51200
55	154	51200
56	154	51200
57	154	51200
58	154	51200
59	154	51200
34	155	2123776
35	155	2123776
36	155	2123776
37	155	2123776
38	155	2123776
39	155	2123776
40	155	2123776
41	155	2123776
42	155	2123776
43	155	2123776
44	155	2123776
45	155	2123776
46	155	2123776
47	155	2123776
48	155	2123776
49	155	2123776
50	155	2123776
51	155	2123776
52	155	0
53	155	0
54	155	51200
55	155	51200
56	155	51200
57	155	51200
